SOrg,Plnt,Name_1,SLoc,Description,Material,Material_Description,Profl,Serial_Number,PP,Equipment,Pstng_Date,Total,Serials,BUn,key_plant,key_material
3000,3090,Hilti TS Mexico,101,3090-0101,2018896,Battery pack B 36/6.0 Li-Ion,Z001,39414,1,300048030649,2016-10-03,0,1,PC,3090/2018896,3000/2018896
3000,3090,Hilti TS Mexico,101,3090-0101,2020087,Drywall screwdriver SD 4500 120V,Z001,484361,1,300051793424,2015-06-30,0,1,PC,3090/2020087,3000/2020087
3000,3090,Hilti TS Mexico,101,3090-0101,2028878,Battery charger C 4/36-350 115V box,Z001,10491122,1,300080870111,2019-06-28,0,3,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,101,3090-0101,2028878,Battery charger C 4/36-350 115V box,Z001,150900509,1,300091191151,2021-01-19,0,3,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,101,3090-0101,2028878,Battery charger C 4/36-350 115V box,Z001,220460200,1,300060866941,2016-10-03,0,3,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,101,3090-0101,2029311,Cordl. combihammer TE 30-A36 case,Z001,36392,1,300045278345,2016-10-03,0,1,PC,3090/2029311,3000/2029311
3000,3090,Hilti TS Mexico,101,3090-0101,2063015,Combihammer TE 70-ATC/AVR 120V,Z001,25441,1,300048769382,2014-11-19,0,1,PC,3090/2063015,3000/2063015
3000,3090,Hilti TS Mexico,101,3090-0101,2136393,Battery pack B 22/2.6 Li-ion,Z001,718510598,1,300070498234,2018-01-13,0,2,PC,3090/2136393,3000/2136393
3000,3090,Hilti TS Mexico,101,3090-0101,2136393,Battery pack B 22/2.6 Li-ion,Z001,829860303,1,300081575470,2019-08-06,0,2,PC,3090/2136393,3000/2136393
3000,3090,Hilti TS Mexico,101,3090-0101,2180532,Cordl. drill driver SBT 4-A22 box,Z001,1735210,1,300072079489,2020-07-10,0,2,PC,3090/2180532,3000/2180532
3000,3090,Hilti TS Mexico,101,3090-0101,2180532,Cordl. drill driver SBT 4-A22 box,Z001,171780158,1,300071619936,2018-10-16,0,2,PC,3090/2180532,3000/2180532
3000,3090,Hilti TS Mexico,102,3090-0102,218369,Univ. vacuum cleaner VC 40-U 120V,Z001,32647,1,300060420091,2016-11-07,0,1,PC,3090/218369,3000/218369
3000,3090,Hilti TS Mexico,102,3090-0102,285632,Hammer drill UH 650 120V box,Z001,35079.,1,300023073872,2008-02-26,0,1,PC,3090/285632,3000/285632
3000,3090,Hilti TS Mexico,102,3090-0102,285788,Powder-actuated tool DX 76 F15,Z001,12940.,1,300023881705,2008-05-29,0,1,PC,3090/285788,3000/285788
3000,3090,Hilti TS Mexico,102,3090-0102,331411,Rotating laser PRI 2,Z001,32810158,1,300035491166,2012-12-03,0,1,PC,3090/331411,3000/331411
3000,3090,Hilti TS Mexico,102,3090-0102,2005630,Cordl. dispenser HDE 500-A22 box,Z001,32333,1,300048936660,2014-06-03,0,1,PC,3090/2005630,3000/2005630
3000,3090,Hilti TS Mexico,102,3090-0102,2075615,Angle grinder AG 700-14D,Z001,77811,1,300086171716,2020-09-24,0,1,PC,3090/2075615,3000/2075615
3000,3090,Hilti TS Mexico,102,3090-0102,2110409,Battery pack B 22/5.2 Li-ion,Z001,633520143,1,300065056809,2017-03-17,0,1,PC,3090/2110409,3000/2110409
3000,3090,Hilti TS Mexico,102,3090-0102,2132224,Combihammer TE 60-ATC/AVR 120 V,Z001,48267,1,300076542770,2019-10-08,0,2,PC,3090/2132224,3000/2132224
3000,3090,Hilti TS Mexico,102,3090-0102,2132224,Combihammer TE 60-ATC/AVR 120 V,Z001,13952,1,300064986629,2017-08-01,0,2,PC,3090/2132224,3000/2132224
3000,3090,Hilti TS Mexico,102,3090-0102,2251359,Battery pack B 22-170 Li-ion,Z001,208210568,1,300105627477,2023-07-14,2,1,PC,3090/2251359,3000/2251359
3000,3090,Hilti TS Mexico,103,3090-0103,267579,Angle grinder DAG 451-S 120V box,Z001,REV-109,1,300043650819,2013-03-27,0,1,PC,3090/267579,3000/267579
3000,3090,Hilti TS Mexico,103,3090-0103,274719,Breaker TE 500-AVR 120V,Z001,11746,1,300021999695,2008-05-08,0,1,PC,3090/274719,3000/274719
3000,3090,Hilti TS Mexico,103,3090-0103,282381,Laser range meter PD 32,Z001,REV-110,1,300043650820,2013-03-27,0,1,PC,3090/282381,3000/282381
3000,3090,Hilti TS Mexico,103,3090-0103,320286,Laser range meter PD 42,Z001,REV-111,1,300043650821,2013-03-27,0,1,PC,3090/320286,3000/320286
3000,3090,Hilti TS Mexico,103,3090-0103,334239,Combihammer TE 76-ATC 120V,Z001,REV-112,1,300043650822,2013-03-27,0,1,PC,3090/334239,3000/334239
3000,3090,Hilti TS Mexico,103,3090-0103,337032,Diamond cutter DC 180-S 127V,Z001,REV-115,1,300043650823,2013-03-27,0,1,PC,3090/337032,3000/337032
3000,3090,Hilti TS Mexico,103,3090-0103,377788,Breaker TE 905-AVR 120V,Z001,317295,1,300020858185,2007-11-23,0,1,PC,3090/377788,3000/377788
3000,3090,Hilti TS Mexico,103,3090-0103,383885,Combihammer TE 40 120V,Z001,REV-116,1,300043650824,2013-03-27,0,1,PC,3090/383885,3000/383885
3000,3090,Hilti TS Mexico,103,3090-0103,2007431,Battery pack B 22/3.3 Li-Ion,Z001,8833281,1,300056740388,2016-03-03,0,1,PC,3090/2007431,3000/2007431
3000,3090,Hilti TS Mexico,103,3090-0103,2021420,Cordless rotary hammer TE 2-A22 case,Z001,180036,1,300067585328,2018-02-22,0,1,PC,3090/2021420,3000/2021420
3000,3090,Hilti TS Mexico,103,3090-0103,2028878,Battery charger C 4/36-350 115V box,Z001,130980302,1,300076681626,2018-11-27,1,2,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,103,3090-0103,2028878,Battery charger C 4/36-350 115V box,Z001,2315600318,1,300110825370,2023-09-27,1,2,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,104,3090-0104,70287,Angle grinder DCG 230-D 127V box,Z001,REV-037,1,300043650770,2013-03-27,0,1,PC,3090/70287,3000/70287
3000,3090,Hilti TS Mexico,104,3090-0104,211898,Angle grinder DAG 450-S 120V,Z001,REV-038,1,300043650771,2013-03-27,0,1,PC,3090/211898,3000/211898
3000,3090,Hilti TS Mexico,104,3090-0104,227942,Cordl. drill driver SF 151-A 3.0,Z001,REV-039,1,300043650772,2013-03-27,0,1,PC,3090/227942,3000/227942
3000,3090,Hilti TS Mexico,104,3090-0104,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,8017388.,1,300043777457,2013-04-08,0,1,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,104,3090-0104,285632,Hammer drill UH 650 120V box,Z001,41886,1,300022919880,2008-05-21,0,1,PC,3090/285632,3000/285632
3000,3090,Hilti TS Mexico,104,3090-0104,305179,Powder-actuated tool DX 460 F8,Z001,354680,1,300033165077,2011-04-12,0,1,PC,3090/305179,3000/305179
3000,3090,Hilti TS Mexico,104,3090-0104,320286,Laser range meter PD 42,Z001,REV-040,1,300043650773,2013-03-27,0,1,PC,3090/320286,3000/320286
3000,3090,Hilti TS Mexico,104,3090-0104,382594,Angle grinder DAG 500-D 120V box,Z001,207000402.,1,300043777456,2013-04-08,0,1,PC,3090/382594,3000/382594
3000,3090,Hilti TS Mexico,104,3090-0104,411210,Combilaser PMC 46 kit,Z001,160110017,1,300036506697,2011-11-29,0,1,PC,3090/411210,3000/411210
3000,3090,Hilti TS Mexico,104,3090-0104,411288,Laser receiver PMA 31,Z001,252100119,1,300040167922,2012-06-18,0,1,PC,3090/411288,3000/411288
3000,3090,Hilti TS Mexico,104,3090-0104,428639,Rotary hammer TE 7 120V case,Z001,108506,1,300041115262,2013-05-16,0,1,PC,3090/428639,3000/428639
3000,3090,Hilti TS Mexico,104,3090-0104,2004788,Laser range meter PD 5,Z001,348123431,1,300043971992,2013-05-16,0,1,PC,3090/2004788,3000/2004788
3000,3090,Hilti TS Mexico,104,3090-0104,2005206,Diamond coring tool DD 160 120V,Z001,104258,1,300092681779,2023-03-03,0,1,PC,3090/2005206,3000/2005206
3000,3090,Hilti TS Mexico,104,3090-0104,2021420,Cordless rotary hammer TE 2-A22 case,Z001,120337,1,300056906756,2016-07-08,0,1,PC,3090/2021420,3000/2021420
3000,3090,Hilti TS Mexico,104,3090-0104,2028878,Battery charger C 4/36-350 115V box,Z001,10650188,1,300056851108,2015-11-23,0,1,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,104,3090-0104,2049454,Breaker TE 3000-AVR 120V,Z001,41631,1,300042591345,2013-07-03,0,2,PC,3090/2049454,3000/2049454
3000,3090,Hilti TS Mexico,104,3090-0104,2049454,Breaker TE 3000-AVR 120V,Z001,64622,1,300051713689,2015-04-29,0,2,PC,3090/2049454,3000/2049454
3000,3090,Hilti TS Mexico,104,3090-0104,2061406,Laser range meter PD-I,Z001,214166667,1,300061917832,2016-11-08,0,1,PC,3090/2061406,3000/2061406
3000,3090,Hilti TS Mexico,104,3090-0104,2075614,Angle grinder AG 450-7D,Z001,23562,1,300053326992,2015-07-01,0,1,PC,3090/2075614,3000/2075614
3000,3090,Hilti TS Mexico,104,3090-0104,2109982,Cordl. angle grinder AG 125-A22 case,Z001,385464,1,300076015162,2019-04-25,0,1,PC,3090/2109982,3000/2109982
3000,3090,Hilti TS Mexico,105,3090-0105,228061,Rotary hammer TE 7-C 120V,Z001,115241,1,300022087311,2009-03-25,0,2,PC,3090/228061,3000/228061
3000,3090,Hilti TS Mexico,105,3090-0105,228061,Rotary hammer TE 7-C 120V,Z001,644033,1,300087666224,2022-04-12,0,2,PC,3090/228061,3000/228061
3000,3090,Hilti TS Mexico,105,3090-0105,228085,Rotary hammer TE 2 120V case,Z001,782223,1,300022584971,2008-05-12,0,2,PC,3090/228085,3000/228085
3000,3090,Hilti TS Mexico,105,3090-0105,228085,Rotary hammer TE 2 120V case,Z001,832208,1,300023972655,2008-11-11,0,2,PC,3090/228085,3000/228085
3000,3090,Hilti TS Mexico,105,3090-0105,267579,Angle grinder DAG 451-S 120V box,Z001,881000260,1,300023881476,2008-05-12,0,1,PC,3090/267579,3000/267579
3000,3090,Hilti TS Mexico,105,3090-0105,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,8020330,1,300044976391,2013-07-16,0,2,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,105,3090-0105,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,8018295,1,300043513813,2013-03-19,0,2,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,105,3090-0105,273643,Combihammer TE 70-ATC 120V,Z001,28789,1,300023120210,2008-09-12,0,2,PC,3090/273643,3000/273643
3000,3090,Hilti TS Mexico,105,3090-0105,273643,Combihammer TE 70-ATC 120V,Z001,40688.,1,300025431123,2008-09-26,0,2,PC,3090/273643,3000/273643
3000,3090,Hilti TS Mexico,105,3090-0105,274719,Breaker TE 500-AVR 120V,Z001,11764,1,300021999713,2008-05-12,0,1,PC,3090/274719,3000/274719
3000,3090,Hilti TS Mexico,105,3090-0105,274935,Diamond coring tool DD 120 120V,Z001,5558,1,300023084477,2008-07-14,0,1,PC,3090/274935,3000/274935
3000,3090,Hilti TS Mexico,105,3090-0105,283460,Cordless rotary hammer TE 2-A case,Z001,82000255,1,300023881503,2008-05-12,0,2,PC,3090/283460,3000/283460
3000,3090,Hilti TS Mexico,105,3090-0105,283460,Cordless rotary hammer TE 2-A case,Z001,8204280.,1,300022769769,2008-01-28,0,2,PC,3090/283460,3000/283460
3000,3090,Hilti TS Mexico,105,3090-0105,284778,Breaker TE 706-AVR 120V,Z001,21478,1,300025780207,2008-10-21,0,1,PC,3090/284778,3000/284778
3000,3090,Hilti TS Mexico,105,3090-0105,285794,Powder-actuated tool DX 76 MX,Z001,19188,1,300041183593,2013-04-03,0,1,PC,3090/285794,3000/285794
3000,3090,Hilti TS Mexico,105,3090-0105,320281,Laser range meter PD 40,Z001,325841,1,300024505589,2008-07-14,0,1,PC,3090/320281,3000/320281
3000,3090,Hilti TS Mexico,105,3090-0105,331413,Rotating laser PRI 2 / PRA 22,Z001,15907058.,1,300025974452,2008-11-11,0,1,PC,3090/331413,3000/331413
3000,3090,Hilti TS Mexico,105,3090-0105,333315,Nail magazine X-MX 27 assy,Z001,68502,1,300051711612,2016-03-11,0,1,PC,3090/333315,3000/333315
3000,3090,Hilti TS Mexico,105,3090-0105,334239,Combihammer TE 76-ATC 120V,Z001,242998.,1,300023881475,2008-05-12,0,1,PC,3090/334239,3000/334239
3000,3090,Hilti TS Mexico,105,3090-0105,337032,Diamond cutter DC 180-S 127V,Z001,791003092,1,300023881616,2008-04-28,0,1,PC,3090/337032,3000/337032
3000,3090,Hilti TS Mexico,105,3090-0105,369388,Diamond grinder DG 150 120V WH,Z001,70674,1,300048969656,2016-01-26,0,1,PC,3090/369388,3000/369388
3000,3090,Hilti TS Mexico,105,3090-0105,374040,Combihammer TE 56-ATC 120V,Z001,117975,1,300023115043,2008-07-14,0,1,PC,3090/374040,3000/374040
3000,3090,Hilti TS Mexico,105,3090-0105,377418,Powder-actuated tool DX 351 M+E,Z001,205217,1,300053159225,2016-03-11,0,1,PC,3090/377418,3000/377418
3000,3090,Hilti TS Mexico,105,3090-0105,378426,Battery pack B 24/3.0 NiMH,Z001,00286290.,1,300023881525,2008-05-12,0,2,PC,3090/378426,3000/378426
3000,3090,Hilti TS Mexico,105,3090-0105,378426,Battery pack B 24/3.0 NiMH,Z001,12365889,1,300021672179,2007-11-01,0,2,PC,3090/378426,3000/378426
3000,3090,Hilti TS Mexico,105,3090-0105,378449,Battery charger C 7/24 115V,Z001,168068,1,300023241276,2008-03-04,0,3,PC,3090/378449,3000/378449
3000,3090,Hilti TS Mexico,105,3090-0105,378449,Battery charger C 7/24 115V,Z001,1236589,1,300021672178,2007-11-01,0,3,PC,3090/378449,3000/378449
3000,3090,Hilti TS Mexico,105,3090-0105,378449,Battery charger C 7/24 115V,Z001,C162340,1,300023881734,2008-05-12,0,3,PC,3090/378449,3000/378449
3000,3090,Hilti TS Mexico,105,3090-0105,382594,Angle grinder DAG 500-D 120V box,Z001,211000203,1,300043267042,2013-03-15,0,2,PC,3090/382594,3000/382594
3000,3090,Hilti TS Mexico,105,3090-0105,382594,Angle grinder DAG 500-D 120V box,Z001,302000193,1,300045388867,2013-10-16,0,2,PC,3090/382594,3000/382594
3000,3090,Hilti TS Mexico,105,3090-0105,383885,Combihammer TE 40 120V,Z001,20985.,1,300023881474,2008-05-12,0,2,PC,3090/383885,3000/383885
3000,3090,Hilti TS Mexico,105,3090-0105,383885,Combihammer TE 40 120V,Z001,20986.,1,300023881731,2008-05-12,0,2,PC,3090/383885,3000/383885
3000,3090,Hilti TS Mexico,105,3090-0105,387980,Gas-actuated tool GX 100,Z001,89490.,1,300023881730,2008-05-12,0,1,PC,3090/387980,3000/387980
3000,3090,Hilti TS Mexico,105,3090-0105,403195,Cordl. dryw. screwdr. SD 5000-A22 case,Z001,444909,1,300044983593,2014-07-14,0,1,PC,3090/403195,3000/403195
3000,3090,Hilti TS Mexico,105,3090-0105,404314,Rotary hammer TE 30-M-AVR 127V,Z001,107861,1,300061159639,2016-10-06,0,1,PC,3090/404314,3000/404314
3000,3090,Hilti TS Mexico,105,3090-0105,423165,Cordl. circular saw SCW 22-A case,Z001,54167,1,300051464744,2016-11-09,0,1,PC,3090/423165,3000/423165
3000,3090,Hilti TS Mexico,105,3090-0105,2007431,Battery pack B 22/3.3 Li-Ion,Z001,7532283,1,300044976416,2013-07-16,0,2,PC,3090/2007431,3000/2007431
3000,3090,Hilti TS Mexico,105,3090-0105,2007431,Battery pack B 22/3.3 Li-Ion,Z001,8878359,1,300057822944,2016-01-26,0,2,PC,3090/2007431,3000/2007431
3000,3090,Hilti TS Mexico,105,3090-0105,2028878,Battery charger C 4/36-350 115V box,Z001,20930372,1,300046438126,2014-02-01,0,4,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,105,3090-0105,2028878,Battery charger C 4/36-350 115V box,Z001,111170071,1,300071348649,2018-02-27,0,4,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,105,3090-0105,2028878,Battery charger C 4/36-350 115V box,Z001,120770391,1,300068789526,2017-10-13,0,4,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,105,3090-0105,2028878,Battery charger C 4/36-350 115V box,Z001,170180901,1,300074067247,2018-07-13,0,4,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,105,3090-0105,2029311,Cordl. combihammer TE 30-A36 case,Z001,34400,1,300045007935,2014-05-21,0,1,PC,3090/2029311,3000/2029311
3000,3090,Hilti TS Mexico,105,3090-0105,2047072,Multi line laser PM 4-M,Z001,170170063,1,300068131757,2017-09-12,0,1,PC,3090/2047072,3000/2047072
3000,3090,Hilti TS Mexico,105,3090-0105,2049454,Breaker TE 3000-AVR 120V,Z001,85130,1,300063285510,2017-08-18,0,1,PC,3090/2049454,3000/2049454
3000,3090,Hilti TS Mexico,105,3090-0105,2061409,Laser range meter PD-E,Z001,162166712,1,300061069550,2016-11-09,0,1,PC,3090/2061409,3000/2061409
3000,3090,Hilti TS Mexico,105,3090-0105,2075613,Angle grinder AG 450-7S,Z001,19834,1,300054361260,2015-09-24,0,1,PC,3090/2075613,3000/2075613
3000,3090,Hilti TS Mexico,105,3090-0105,2077976,Battery pack B 12/2.6,Z001,523610504,1,300062817526,2016-11-07,0,1,PC,3090/2077976,3000/2077976
3000,3090,Hilti TS Mexico,105,3090-0105,2110409,Battery pack B 22/5.2 Li-ion,Z001,711021572,1,300068789528,2017-10-13,0,1,PC,3090/2110409,3000/2110409
3000,3090,Hilti TS Mexico,105,3090-0105,2110532,Battery pack B 22/2.6 Li-ion,Z001,630920406,1,300068789530,2017-10-13,0,1,PC,3090/2110532,3000/2110532
3000,3090,Hilti TS Mexico,105,3090-0105,2119381,Breaker TE 1000-AVR 120V,Z001,61539,1,300061622088,2016-11-07,0,2,PC,3090/2119381,3000/2119381
3000,3090,Hilti TS Mexico,105,3090-0105,2119381,Breaker TE 1000-AVR 120V,Z001,93905,1,300069081150,2018-04-23,0,2,PC,3090/2119381,3000/2119381
3000,3090,Hilti TS Mexico,105,3090-0105,2122712,Rotary hammer TE 3-ML 120V case,Z001,27169,1,300076724661,2022-04-12,1,2,PC,3090/2122712,3000/2122712
3000,3090,Hilti TS Mexico,105,3090-0105,2122712,Rotary hammer TE 3-ML 120V case,Z001,69194,1,300112271140,2024-09-12,1,2,PC,3090/2122712,3000/2122712
3000,3090,Hilti TS Mexico,105,3090-0105,2136396,Battery pack B 22/5.2 Li-ion,Z001,819911055,1,300076041485,2020-03-17,0,1,PC,3090/2136396,3000/2136396
3000,3090,Hilti TS Mexico,105,3090-0105,2167144,Univ. vacuum cleaner VC 150-6 XE,Z001,15847,1,300072473029,2018-04-23,0,1,PC,3090/2167144,3000/2167144
3000,3090,Hilti TS Mexico,106,3090-0106,70748,Angle grinder DCG 180-P 127V,Z001,99000025,1,300031215702,2010-06-09,0,1,PC,3090/70748,3000/70748
3000,3090,Hilti TS Mexico,106,3090-0106,228085,Rotary hammer TE 2 120V case,Z001,981398,1,300029221562,2010-02-25,0,1,PC,3090/228085,3000/228085
3000,3090,Hilti TS Mexico,106,3090-0106,228111,Rotary hammer TE 2-M 120V case,Z001,307454,1,300034422924,2013-03-05,0,1,PC,3090/228111,3000/228111
3000,3090,Hilti TS Mexico,106,3090-0106,244277,Cordl. drill driver SF 144-A Li-Ion,Z001,1118668,1,300033111237,2010-11-22,0,1,PC,3090/244277,3000/244277
3000,3090,Hilti TS Mexico,106,3090-0106,248739,Breaker TE 1000-AVR 120V,Z001,156333,1,300044613878,2013-11-26,0,1,PC,3090/248739,3000/248739
3000,3090,Hilti TS Mexico,106,3090-0106,267579,Angle grinder DAG 451-S 120V box,Z001,791000619,1,300024386075,2008-06-19,0,1,PC,3090/267579,3000/267579
3000,3090,Hilti TS Mexico,106,3090-0106,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,8021178,1,300044514557,2013-06-10,0,2,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,106,3090-0106,272441,Battery charger C 4/36-ACS Li-Ion 115V,Z001,8001293,1,300028484493,2010-02-25,0,2,PC,3090/272441,3000/272441
3000,3090,Hilti TS Mexico,106,3090-0106,272833,Cordl. imp. wrench SIW 144-A,Z001,806087,1,300033111236,2010-11-22,0,2,PC,3090/272833,3000/272833
3000,3090,Hilti TS Mexico,106,3090-0106,272833,Cordl. imp. wrench SIW 144-A,Z001,1124677,1,300037005592,2013-03-05,0,2,PC,3090/272833,3000/272833
3000,3090,Hilti TS Mexico,106,3090-0106,273114,Battery pack B 144 2.6 Li-Ion,Z001,2069836,1,300030173025,2010-02-25,0,3,PC,3090/273114,3000/273114
3000,3090,Hilti TS Mexico,106,3090-0106,273114,Battery pack B 144 2.6 Li-Ion,Z001,3154601,1,300032358720,2010-09-23,0,3,PC,3090/273114,3000/273114
3000,3090,Hilti TS Mexico,106,3090-0106,273114,Battery pack B 144 2.6 Li-Ion,Z001,S.N.N,1,300023242971,2010-06-10,0,3,PC,3090/273114,3000/273114
3000,3090,Hilti TS Mexico,106,3090-0106,273643,Combihammer TE 70-ATC 120V,Z001,144392,1,300042419222,2013-02-11,0,1,PC,3090/273643,3000/273643
3000,3090,Hilti TS Mexico,106,3090-0106,273758,Drill UD 30 120V,Z001,89703,1,300043919305,2014-04-23,0,1,PC,3090/273758,3000/273758
3000,3090,Hilti TS Mexico,106,3090-0106,274719,Breaker TE 500-AVR 120V,Z001,31718,1,300030173131,2010-02-25,0,1,PC,3090/274719,3000/274719
3000,3090,Hilti TS Mexico,106,3090-0106,282373,Laser range meter PD 30,Z001,3007400,1,300021671982,2007-11-01,0,2,PC,3090/282373,3000/282373
3000,3090,Hilti TS Mexico,106,3090-0106,282373,Laser range meter PD 30,Z001,22604070,1,300021762086,2007-11-12,0,2,PC,3090/282373,3000/282373
3000,3090,Hilti TS Mexico,106,3090-0106,284778,Breaker TE 706-AVR 120V,Z001,82056,1,300030170705,2010-02-25,0,4,PC,3090/284778,3000/284778
3000,3090,Hilti TS Mexico,106,3090-0106,284778,Breaker TE 706-AVR 120V,Z001,82987,1,300030173017,2010-02-25,0,4,PC,3090/284778,3000/284778
3000,3090,Hilti TS Mexico,106,3090-0106,284778,Breaker TE 706-AVR 120V,Z001,89868,1,300030173018,2010-02-25,0,4,PC,3090/284778,3000/284778
3000,3090,Hilti TS Mexico,106,3090-0106,284778,Breaker TE 706-AVR 120V,Z001,105403,1,300033111239,2010-11-22,0,4,PC,3090/284778,3000/284778
3000,3090,Hilti TS Mexico,106,3090-0106,285336,Rotary hammer TE 16-M 127V,Z001,104869,1,300028115028,2010-02-25,0,1,PC,3090/285336,3000/285336
3000,3090,Hilti TS Mexico,106,3090-0106,290211,Cordl. ham. dr. driver SFH 22-A case,Z001,7420192,1,300046665266,2013-11-26,0,3,PC,3090/290211,3000/290211
3000,3090,Hilti TS Mexico,106,3090-0106,290211,Cordl. ham. dr. driver SFH 22-A case,Z001,7419924,1,300046979678,2013-12-17,0,3,PC,3090/290211,3000/290211
3000,3090,Hilti TS Mexico,106,3090-0106,290211,Cordl. ham. dr. driver SFH 22-A case,Z001,7407786,1,300044785530,2014-03-26,0,3,PC,3090/290211,3000/290211
3000,3090,Hilti TS Mexico,106,3090-0106,337032,Diamond cutter DC 180-S 127V,Z001,788003109,1,300024400826,2008-11-25,0,2,PC,3090/337032,3000/337032
3000,3090,Hilti TS Mexico,106,3090-0106,337032,Diamond cutter DC 180-S 127V,Z001,791001827,1,300024110170,2008-08-18,0,2,PC,3090/337032,3000/337032
3000,3090,Hilti TS Mexico,106,3090-0106,370102,Battery pack SFB 185,Z001,84221,1,300026861148,2010-02-25,0,1,PC,3090/370102,3000/370102
3000,3090,Hilti TS Mexico,106,3090-0106,372224,Diamond coring tool DD 130 M 120V,Z001,64018,1,300021143665,2008-01-28,0,3,PC,3090/372224,3000/372224
3000,3090,Hilti TS Mexico,106,3090-0106,372224,Diamond coring tool DD 130 M 120V,Z001,69038,1,300023509297,2008-07-14,0,3,PC,3090/372224,3000/372224
3000,3090,Hilti TS Mexico,106,3090-0106,372224,Diamond coring tool DD 130 M 120V,Z001,PENDIENTERAFALOP,7,300024110129,2008-06-11,0,3,PC,3090/372224,3000/372224
3000,3090,Hilti TS Mexico,106,3090-0106,378426,Battery pack B 24/3.0 NiMH,Z001,623412,1,300030171618,2010-02-25,0,2,PC,3090/378426,3000/378426
3000,3090,Hilti TS Mexico,106,3090-0106,378426,Battery pack B 24/3.0 NiMH,Z001,986739,1,300030171619,2010-02-25,0,2,PC,3090/378426,3000/378426
3000,3090,Hilti TS Mexico,106,3090-0106,378449,Battery charger C 7/24 115V,Z001,265115,1,300022817837,2008-01-29,0,4,PC,3090/378449,3000/378449
3000,3090,Hilti TS Mexico,106,3090-0106,378449,Battery charger C 7/24 115V,Z001,265120,1,300022817838,2008-01-29,0,4,PC,3090/378449,3000/378449
3000,3090,Hilti TS Mexico,106,3090-0106,378449,Battery charger C 7/24 115V,Z001,C174460,1,300029178976,2010-02-25,0,4,PC,3090/378449,3000/378449
3000,3090,Hilti TS Mexico,106,3090-0106,378449,Battery charger C 7/24 115V,Z001,C184987,1,300030173016,2010-02-25,0,4,PC,3090/378449,3000/378449
3000,3090,Hilti TS Mexico,106,3090-0106,382594,Angle grinder DAG 500-D 120V box,Z001,310000842,1,300048011378,2014-07-10,0,1,PC,3090/382594,3000/382594
3000,3090,Hilti TS Mexico,106,3090-0106,428639,Rotary hammer TE 7 120V case,Z001,105530,1,300040760567,2013-06-10,0,1,PC,3090/428639,3000/428639
3000,3090,Hilti TS Mexico,106,3090-0106,433324,Diamond coring tool DD 150-U 120V,Z001,26458,1,300042131119,2013-06-21,0,1,PC,3090/433324,3000/433324
3000,3090,Hilti TS Mexico,106,3090-0106,435663,Drilling stand DD-ST 160 CTL,Z001,12151,1,300042044794,2013-06-21,0,1,PC,3090/435663,3000/435663
3000,3090,Hilti TS Mexico,106,3090-0106,2006081,"Cordl. imp. wrench SIW 22-A 1/2"" case",Z001,1014223,1,300043104399,2013-02-11,0,1,PC,3090/2006081,3000/2006081
3000,3090,Hilti TS Mexico,106,3090-0106,2007431,Battery pack B 22/3.3 Li-Ion,Z001,7729728,1,300046770565,2013-12-04,0,2,PC,3090/2007431,3000/2007431
3000,3090,Hilti TS Mexico,106,3090-0106,2007431,Battery pack B 22/3.3 Li-Ion,Z001,7729359,1,300047735251,2014-03-26,0,2,PC,3090/2007431,3000/2007431
3000,3090,Hilti TS Mexico,106,3090-0106,2007617,Rotating laser PR 3,Z001,329110029,1,300041074225,2013-08-12,0,1,PC,3090/2007617,3000/2007617
3000,3090,Hilti TS Mexico,106,3090-0106,2028878,Battery charger C 4/36-350 115V box,Z001,100630721,1,300046979680,2013-12-17,0,3,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,106,3090-0106,2028878,Battery charger C 4/36-350 115V box,Z001,190930649,1,300048610503,2014-04-23,0,3,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,106,3090-0106,2028878,Battery charger C 4/36-350 115V box,Z001,280530166,1,300045733558,2013-09-18,0,3,PC,3090/2028878,3000/2028878
3000,3090,Hilti TS Mexico,106,3090-0106,2049454,Breaker TE 3000-AVR 120V,Z001,41675,1,300042591389,2013-11-14,0,1,PC,3090/2049454,3000/2049454
