13.09.2024                                         Dynamic List Display                                                                                                  1


	SOrg.	Plnt	Name 1	SLoc	Description	Material	Material Description	Profl.	Serial Number		PP	Equipment	Pstng Date	Total	Serials	BUn
	3000	3090	Hilti TS Mexico	0106	3090-0106	284778	Breaker TE 706-AVR 120V	Z001	105403		01	300033111239	22.11.2010		     4	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	285336	Rotary hammer TE 16-M 127V	Z001	104869		01	300028115028	25.02.2010		     1	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	290211	Cordl. ham. dr. driver SFH 22-A case	Z001	7420192		01	300046665266	26.11.2013		     3	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	290211	Cordl. ham. dr. driver SFH 22-A case	Z001	7419924		01	300046979678	17.12.2013		     3	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	290211	Cordl. ham. dr. driver SFH 22-A case	Z001	7407786		01	300044785530	26.03.2014		     3	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	337032	Diamond cutter DC 180-S 127V	Z001	788003109		01	300024400826	25.11.2008		     2	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	337032	Diamond cutter DC 180-S 127V	Z001	791001827		01	300024110170	18.08.2008		     2	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	370102	Battery pack SFB 185	Z001	84221		01	300026861148	25.02.2010		     1	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	372224	Diamond coring tool DD 130 M 120V	Z001	64018		01	300021143665	28.01.2008		     3	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	372224	Diamond coring tool DD 130 M 120V	Z001	69038		01	300023509297	14.07.2008		     3	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	372224	Diamond coring tool DD 130 M 120V	Z001	PENDIENTERAFALOP		07	300024110129	11.06.2008		     3	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	378426	Battery pack B 24/3.0 NiMH	Z001	623412		01	300030171618	25.02.2010		     2	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	378426	Battery pack B 24/3.0 NiMH	Z001	986739		01	300030171619	25.02.2010		     2	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	378449	Battery charger C 7/24 115V	Z001	265115		01	300022817837	29.01.2008		     4	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	378449	Battery charger C 7/24 115V	Z001	265120		01	300022817838	29.01.2008		     4	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	378449	Battery charger C 7/24 115V	Z001	C174460		01	300029178976	25.02.2010		     4	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	378449	Battery charger C 7/24 115V	Z001	C184987		01	300030173016	25.02.2010		     4	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	382594	Angle grinder DAG 500-D 120V box	Z001	310000842		01	300048011378	10.07.2014		     1	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	428639	Rotary hammer TE 7 120V case	Z001	105530		01	300040760567	10.06.2013		     1	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	433324	Diamond coring tool DD 150-U 120V	Z001	26458		01	300042131119	21.06.2013		     1	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	435663	Drilling stand DD-ST 160 CTL	Z001	12151		01	300042044794	21.06.2013		     1	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	2006081	Cordl. imp. wrench SIW 22-A 1/2" case	Z001	1014223		01	300043104399	11.02.2013		     1	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	2007431	Battery pack B 22/3.3 Li-Ion	Z001	7729728		01	300046770565	04.12.2013		     2	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	2007431	Battery pack B 22/3.3 Li-Ion	Z001	7729359		01	300047735251	26.03.2014		     2	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	2007617	Rotating laser PR 3	Z001	329110029		01	300041074225	12.08.2013		     1	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	2028878	Battery charger C 4/36-350 115V box	Z001	100630721		01	300046979680	17.12.2013		     3	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	2028878	Battery charger C 4/36-350 115V box	Z001	190930649		01	300048610503	23.04.2014		     3	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	2028878	Battery charger C 4/36-350 115V box	Z001	280530166		01	300045733558	18.09.2013		     3	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	2049454	Breaker TE 3000-AVR 120V	Z001	41675		01	300042591389	14.11.2013		     1	PC
	3000	3090	Hilti TS Mexico	0106	3090-0106	2109982	Cordl. angle grinder AG 125-A22 case	Z001	725710		01	300099021269	02.08.2022		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	70748	Angle grinder DCG 180-P 127V	Z001	5000059		01	300032596348	16.06.2011		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	211937	Rotating laser PRE 3	Z001	124120182		01	300039649928	01.10.2013		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	228026	Cordless rotary hammer TE 7-A	Z001	100200		01	300033362884	21.07.2011		     2	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	228026	Cordless rotary hammer TE 7-A	Z001	121158		01	300038655724	09.05.2014		     2	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	248739	Breaker TE 1000-AVR 120V	Z001	183658		01	300050459674	18.11.2014		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	272833	Cordl. imp. wrench SIW 144-A	Z001	1126492		01	300040244069	14.05.2013		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	273114	Battery pack B 144 2.6 Li-Ion	Z001	2366085		01	300044208505	16.05.2013		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	273643	Combihammer TE 70-ATC 120V	Z001	106664		01	300034941662	03.02.2012		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	274719	Breaker TE 500-AVR 120V	Z001	22217.		01	300025431122	26.06.2009		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	285632	Hammer drill UH 650 120V box	Z001	39882		01	300023582685	26.06.2009		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	290211	Cordl. ham. dr. driver SFH 22-A case	Z001	7433342		01	300049190525	26.09.2014		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	376365	Powder-actuated tool DX 462 CM	Z001	22008		01	300033620414	16.06.2011		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	377417	Powder-actuated tool DX 460 MX 72	Z001	246701		01	300022087999	26.06.2009		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	378426	Battery pack B 24/3.0 NiMH	Z001	318241		01	300028562732	08.09.2009		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	378449	Battery charger C 7/24 115V	Z001	C162278		01	300023881524	02.07.2009		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	387980	Gas-actuated tool GX 100	Z001	93997.		01	300025431124	26.06.2009		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	401594	Battery pack B 36/3.9 Li-Ion	Z001	2191710		01	300049082502	28.05.2014		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	411210	Combilaser PMC 46 kit	Z001	31370099		01	300073839215	02.07.2018		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2004075	Cordl. angle grinder AG 125-A22 case	Z001	83310		01	300043201438	28.10.2013		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2021420	Cordless rotary hammer TE 2-A22 case	Z001	34441		01	300047716948	18.02.2014		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2028878	Battery charger C 4/36-350 115V box	Z001	11501067		01	300103470693	10.10.2022		     5	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2028878	Battery charger C 4/36-350 115V box	Z001	110470043		01	300067529077	07.08.2017		     5	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2028878	Battery charger C 4/36-350 115V box	Z001	190730623		01	300046207228	28.10.2013		     5	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2028878	Battery charger C 4/36-350 115V box	Z001	280670212		01	300068622719	30.12.2017		     5	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2028878	Battery charger C 4/36-350 115V box	Z001	2322800191		01	300116604945	08.07.2024		     5	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2049454	Breaker TE 3000-AVR 120V	Z001	66164		01	300052782540	23.09.2015		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2062050	Laser range meter PD-E	Z001	104143445		01	300048839487	18.11.2014		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2064659	Breaker TE 800-AVR 120V	Z001	102109		01	300091015899	25.11.2021		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2078512	Breaker TE 1000-AVR 120V	Z001	21921		01	300051548951	31.03.2015		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2098521	Line laser PM 2-LG	Z001	219210187		01	300099674611	25.03.2022		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2101332	Batt.-actuated tool BX 3-ME A22 case	Z001	63364		01	300070965762	25.04.2019		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2109004	DC car charger C 4/36-DC box	Z001	80460201		01	300063106726	22.11.2016		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2119381	Breaker TE 1000-AVR 120V	Z001	62352		01	300061857816	22.11.2016		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2122712	Rotary hammer TE 3-ML 120V case	Z001	374269		01	300101698998	12.07.2022		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2127969	Combihammer TE 50-AVR 120 V	Z001	124373		01	300096686444	25.11.2021		     2	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2127969	Combihammer TE 50-AVR 120 V	Z001	134373		01	300090016207	01.03.2021		     2	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2148675	Angle grinder AG 230-24D 127V box	Z001	12135		01	300077105146	08.08.2019		     1	PC
	3000	3090	Hilti TS Mexico	0107	3090-0107	2190678	Breaker TE 3000-AVR 120V	Z001	106337		01	300075917635	20.12.2021		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	228061	Rotary hammer TE 7-C 120V	Z001	327800		01	300038417366	05.11.2013		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	273643	Combihammer TE 70-ATC 120V	Z001	28790		01	300023120211	11.09.2008		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	273745	Hammer drill UH 700 120V	Z001	51468		01	300026800504	31.08.2009		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	274638	Gas-actuated tool GX 120	Z001	484901		01	300061607962	06.04.2017		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	320286	Laser range meter PD 42	Z001	7080206		01	300024254336	21.05.2009		     2	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	320286	Laser range meter PD 42	Z001	3030700800		01	300024520217	27.06.2008		     2	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	334239	Combihammer TE 76-ATC 120V	Z001	243009		01	300022525436	28.05.2008		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	337032	Diamond cutter DC 180-S 127V	Z001	791003082.		01	300023866973	28.05.2008		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	370102	Battery pack SFB 185	Z001	131149		01	300056012436	29.06.2016		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	374040	Combihammer TE 56-ATC 120V	Z001	114702		01	300022087396	04.08.2008		     2	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	374040	Combihammer TE 56-ATC 120V	Z001	119541		01	300023509499	04.08.2008		     2	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	377417	Powder-actuated tool DX 460 MX 72	Z001	211550.		01	300023866974	28.05.2008		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	378275	Orbital recip. saw WSR 900-PE 120V	Z001	79927		01	300023851899	29.07.2008		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	378449	Battery charger C 7/24 115V	Z001	C175709		01	300024798608	29.08.2013		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	383885	Combihammer TE 40 120V	Z001	22847		01	300023577317	28.05.2008		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	2007431	Battery pack B 22/3.3 Li-Ion	Z001	7246598		01	300043131297	12.02.2013		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	2098238	Dust removal system TE DRS-6-A box	Z001	38271		01	300069549947	02.04.2019		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	2127969	Combihammer TE 50-AVR 120 V	Z001	23802		01	300064987038	02.04.2019		     1	PC
	3000	3090	Hilti TS Mexico	0108	3090-0108	2136393	Battery pack B 22/2.6 Li-ion	Z001	101560365		01	300094155502	26.08.2022		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	228061	Rotary hammer TE 7-C 120V	Z001	S.N.N		01	300022168751	17.12.2007		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	228085	Rotary hammer TE 2 120V case	Z001	1291728		01	300054188693	21.09.2015		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	228085	Rotary hammer TE 2 120V case	Z001	1325030		01	300057748338	07.09.2017		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	228085	Rotary hammer TE 2 120V case	Z001	03-0736204		01	300025479666	23.09.2008		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	228111	Rotary hammer TE 2-M 120V case	Z001	239907		01	300025499645	19.12.2008		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	267579	Angle grinder DAG 451-S 120V box	Z001	267579		07	300016707434	02.02.2011		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	267579	Angle grinder DAG 451-S 120V box	Z001	400085		01	300036758140	19.09.2011		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	267579	Angle grinder DAG 451-S 120V box	Z001	991000049		01	300030109960	18.02.2010		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	272441	Battery charger C 4/36-ACS Li-Ion 115V	Z001	8001386		01	300030109899	18.02.2010		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	272441	Battery charger C 4/36-ACS Li-Ion 115V	Z001	8019778		01	300043778161	08.04.2013		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	272441	Battery charger C 4/36-ACS Li-Ion 115V	Z001	8023226		01	300044497624	06.06.2013		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	273758	Drill UD 30 120V	Z001	89689		01	300043919291	28.08.2015		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	274719	Breaker TE 500-AVR 120V	Z001	11720		01	300021999669	28.05.2008		     2	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	274719	Breaker TE 500-AVR 120V	Z001	73452		01	300046806982	11.06.2014		     2	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	274935	Diamond coring tool DD 120 120V	Z001	9034		01	300026706294	24.02.2011		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	283460	Cordless rotary hammer TE 2-A case	Z001	8204637.		01	300023968279	05.06.2008		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	285336	Rotary hammer TE 16-M 127V	Z001	78457		01	300022091999	29.05.2008		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	285632	Hammer drill UH 650 120V box	Z001	39911.		01	300023122260	18.03.2008		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	285698	Drywall screwdriver SD 4500 120V 15ft	Z001	234939		01	300022711682	28.08.2008		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	310020	Diamond cutter DC 500 S 115V USA box	Z001	S.N.N		01	300022168685	17.12.2007		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	314305	Slitting machine DC SE20 120V	Z001	212157		01	300062638756	18.04.2017		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	320281	Laser range meter PD 40	Z001	25080115		01	300027833896	24.02.2011		     2	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	320281	Laser range meter PD 40	Z001	333070649		01	300022951502	14.02.2008		     2	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	320286	Laser range meter PD 42	Z001	46080013		01	300023499888	31.03.2008		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	331413	Rotating laser PRI 2 / PRA 22	Z001	11807002.		01	300023518021	04.04.2008		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	337032	Diamond cutter DC 180-S 127V	Z001	792001514		01	300025166450	28.08.2008		     2	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	337032	Diamond cutter DC 180-S 127V	Z001	S.N.N.		01	300022168686	17.12.2007		     2	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	377417	Powder-actuated tool DX 460 MX 72	Z001	233084		01	300020858619	28.12.2007		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	377788	Breaker TE 905-AVR 120V	Z001	331983		01	300023114986	07.11.2008		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	378426	Battery pack B 24/3.0 NiMH	Z001	293550		01	300023969164	28.05.2008		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	378449	Battery charger C 7/24 115V	Z001	C169423		01	300023969163	28.05.2008		     2	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	378449	Battery charger C 7/24 115V	Z001	C194241		01	300027766669	24.02.2011		     2	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	383885	Combihammer TE 40 120V	Z001	21750		01	300023115134	13.06.2008		     2	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	383885	Combihammer TE 40 120V	Z001	2689		01	300021547944	14.02.2008		     2	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	387980	Gas-actuated tool GX 100	Z001	347123		01	300034098629	24.02.2011		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	404314	Rotary hammer TE 30-M-AVR 127V	Z001	79447		01	300043798218	06.06.2013		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	411210	Combilaser PMC 46 kit	Z001	337140149		01	300054727707	29.06.2015		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	418009	Battery pack B 36/3.0 Li-Ion	Z001	861974		01	300056547205	25.11.2015		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	427728	Circular saw WSC 7.25-S 120V box	Z001	27497		01	300080457853	02.09.2019		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	427780	Combihammer TE 60-ATC 120V grounded	Z001	62638		01	300047629359	10.07.2014		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	427780	Combihammer TE 60-ATC 120V grounded	Z001	62655		01	300047629376	10.06.2014		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	427780	Combihammer TE 60-ATC 120V grounded	Z001	113406		01	300062564216	08.02.2017		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	2004788	Laser range meter PD 5	Z001	197130121		01	300045468751	29.08.2013		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	2004788	Laser range meter PD 5	Z001	335140189		01	300054900484	06.07.2015		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	2004788	Laser range meter PD 5	Z001	342140012		01	300053330216	26.03.2015		     3	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	2020087	Drywall screwdriver SD 4500 120V	Z001	429513		01	300039274822	07.11.2012		     2	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	2020087	Drywall screwdriver SD 4500 120V	Z001	433435		01	300039489901	09.07.2013		     2	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	2028878	Battery charger C 4/36-350 115V box	Z001	190940995		01	300052187813	30.01.2015		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	2076996	Battery charger C 4/12-50 115V BULK	Z001	52861		01	300066491480	17.09.2018		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	2084262	Powder-actuated tool DX 2	Z001	10794		01	300052431287	28.01.2015		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	2109982	Cordl. angle grinder AG 125-A22 case	Z001	633111		01	300091065958	09.05.2022		     1	PC
	3000	3090	Hilti TS Mexico	0109	3090-0109	2110409	Battery pack B 22/5.2 Li-ion	Z001	620210664		01	300064355067	08.02.2017		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	70748	Angle grinder DCG 180-P 127V	Z001	REV-100		01	300043650810	27.03.2013		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	228061	Rotary hammer TE 7-C 120V	Z001	519360		07	300060592499	13.10.2017		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	248739	Breaker TE 1000-AVR 120V	Z001	157264.		01	300046868493	10.12.2013		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	273758	Drill UD 30 120V	Z001	73880		01	300035686977	11.12.2013		     2	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	273758	Drill UD 30 120V	Z001	REV-101		01	300043650811	27.03.2013		     2	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	281297	Screw magazine SMD 57	Z001	REV-102		01	300043650812	27.03.2013		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	282827	Rotating laser PR 20	Z001	5409508		01	300031583757	24.02.2011		     2	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	282827	Rotating laser PR 20	Z001	15108557		01	300024704732	02.04.2009		     2	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	283460	Cordless rotary hammer TE 2-A case	Z001	8203522		01	300020971806	02.04.2009		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	284778	Breaker TE 706-AVR 120V	Z001	64737		01	300023115087	23.10.2008		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	286141	Point laser PMP 34 kit	Z001	REV-103		01	300043650813	27.03.2013		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	314305	Slitting machine DC SE20 120V	Z001	193052		01	300046920601	24.11.2014		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	370844	Nail magazine MX 72 assy	Z001	51371		01	300025501493	29.11.2008		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	377788	Breaker TE 905-AVR 120V	Z001	24555		01	300026374217	17.12.2008		     2	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	377788	Breaker TE 905-AVR 120V	Z001	337554		01	300023851729	05.12.2008		     2	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	378426	Battery pack B 24/3.0 NiMH	Z001	218454		01	300018171474	23.10.2008		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	378449	Battery charger C 7/24 115V	Z001	4374651		01	300025806539	23.10.2008		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	382594	Angle grinder DAG 500-D 120V box	Z001	206000225		01	300041128337	09.05.2013		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	387980	Gas-actuated tool GX 100	Z001	95056		01	300024451029	23.10.2008		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	435664	Drilling stand DD-ST 160 SFL	Z001	28964		01	300066621496	03.11.2017		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2005630	Cordl. dispenser HDE 500-A22 box	Z001	75025		01	300062142116	14.11.2016		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2006073	Cordl. impact driver SID 22-A case	Z001	1149719		01	300064946359	13.03.2017		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2007431	Battery pack B 22/3.3 Li-Ion	Z001	07424827.		01	300044117358	06.05.2013		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2021420	Cordless rotary hammer TE 2-A22 case	Z001	41653		01	300045831009	20.02.2014		     2	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2021420	Cordless rotary hammer TE 2-A22 case	Z001	141993		01	300061262378	14.03.2017		     2	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2028878	Battery charger C 4/36-350 115V box	Z001	120770814		01	300069099554	06.12.2017		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2047072	Multi line laser PM 4-M	Z001	329140030		01	300054488273	10.06.2015		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2075614	Angle grinder AG 450-7D	Z001	87492		01	300064306113	12.06.2017		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2076996	Battery charger C 4/12-50 115V BULK	Z001	606210032		01	300059831984	11.10.2016		     2	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2076996	Battery charger C 4/12-50 115V BULK	Z001	610010014		01	300063796927	20.10.2017		     2	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2077976	Battery pack B 12/2.6	Z001	613220552		01	300063831497	23.01.2017		     3	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2077976	Battery pack B 12/2.6	Z001	613320159		01	300064539621	20.02.2017		     3	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2077976	Battery pack B 12/2.6	Z001	726610308		01	300071978811	07.06.2018		     3	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2081453	Cordl. drill driver SFD 2-A case	Z001	152120191		01	300061515677	23.01.2017		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2081454	Cordl. drill driver SF 2-A case	Z001	160130546		01	300064539622	20.02.2017		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2081456	Cordl. drill driver SFD 2-A box	Z001	152360207		01	300062922748	20.10.2017		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2110409	Battery pack B 22/5.2 Li-ion	Z001	633620380		01	300064949598	14.03.2017		     1	PC
	3000	3090	Hilti TS Mexico	0110	3090-0110	2132224	Combihammer TE 60-ATC/AVR 120 V	Z001	13970		01	300064986647	09.08.2017		     1	PC
