
	Material	Material Description	SLoc	SL	Plnt	BUn	   Unrestricted	Transit/Transf.	        Blocked	 In Qual. Insp.	 Restricted-Use	        Returns	 Stk in Transit
	271969	Threaded stud X-EW6H-28-9FP8	0001		3022	PC	           400	             0	             0	             0	             0	             0	             0
	271971	Threaded stud X-EW6H-20-9FP8	0001		3002	PC	           200	             0	             0	             0	             0	             0	             0
	271971	Threaded stud X-EW6H-20-9FP8	0001		3010	PC	           200	             0	             0	             0	             0	             0	             0
	271971	Threaded stud X-EW6H-20-9FP8	0001		3014	PC	           400	             0	             0	             0	             0	             0	             0
	271971	Threaded stud X-EW6H-20-9FP8	0001		3016	PC	           500	             0	             0	             0	             0	             0	             0
	271971	Threaded stud X-EW6H-20-9FP8	0001		3018	PC	           200	             0	             0	             0	             0	             0	             0
	271971	Threaded stud X-EW6H-20-9FP8	0001		3022	PC	           100	             0	             0	             0	             0	             0	             0
	271971	Threaded stud X-EW6H-20-9FP8	0001		8750	PC	         4.700	             0	             0	             0	             0	             0	             0
	271981	Threaded stud X-EM8H-15-12P8	0001		3000	PC	         2.100	             0	             0	             0	             0	             0	             0
	271981	Threaded stud X-EM8H-15-12P8	0001		8750	PC	         1.200	             0	             0	             0	             0	             0	             0
	271982	Threaded stud X-EM8H-15-12FP10	0001		8750	PC	         5.800	             0	             0	             0	             0	             0	             0
	271984	Threaded stud X-EM10H-24-12P10	0001		8750	PC	         3.000	             0	             0	             0	             0	             0	             0
	273118	Chuck TE 2-M NG/TE 7-C assy	0001		3000	PC	             4	             0	             0	             0	             0	             0	             0
	273118	Chuck TE 2-M NG/TE 7-C assy	0001		3002	PC	             1	             0	             0	             0	             0	             0	             0
	273118	Chuck TE 2-M NG/TE 7-C assy	0001		3010	PC	             2	             0	             0	             0	             0	             0	             0
	273118	Chuck TE 2-M NG/TE 7-C assy	0001		3014	PC	             1	             0	             0	             0	             0	             0	             0
	273118	Chuck TE 2-M NG/TE 7-C assy	0001		3016	PC	             1	             0	             0	             0	             0	             0	             0
	273118	Chuck TE 2-M NG/TE 7-C assy	0001		3022	PC	             1	             0	             0	             0	             0	             0	             0
	273203	Round steel brush HIT-RB 7/16"	0001		8750	PC	             5	             0	             0	             0	             0	             0	             0
	273204	Round steel brush HIT-RB 1/2"	0001		3000	PC	             4	             0	             0	             0	             0	             0	             0
	273204	Round steel brush HIT-RB 1/2"	0001		3002	PC	             1	             0	             0	             0	             0	             0	             0
	273204	Round steel brush HIT-RB 1/2"	0001		3010	PC	             1	             0	             0	             0	             0	             0	             0
	273204	Round steel brush HIT-RB 1/2"			3014	PC	             0	             4	             0	             0	             0	             0	             4
	273204	Round steel brush HIT-RB 1/2"	0001		3016	PC	             4	             0	             0	             0	             0	             0	             0
	273204	Round steel brush HIT-RB 1/2"	0001		3018	PC	             3	             0	             0	             0	             0	             0	             0
	273204	Round steel brush HIT-RB 1/2"	0001		3022	PC	             3	             0	             0	             0	             0	             0	             0
	273204	Round steel brush HIT-RB 1/2"	0001		8750	PC	            26	             0	             0	             0	             0	             0	             0
